"","main","clark","stage","age","gender","clark","stage","age","gender"
"HNRNPA3P1",0,0.298,0,0,0,0.6622,0.2535,0.1084,8e-04
"IFI27L1",0,0.343,0,0,0,0.6418,0.2707,0.1098,-0.0062
"IGLL1",0,-0.0057,0,0,0,0.7293,0.2297,0.1136,-0.0085
"IMMP1L",0,0.3027,0,0,0,0.6759,0.2759,0.1181,-0.0274
"IP6K2",0,0.3472,0,0,0,0.6436,0.2686,0.1176,-0.0127
"JPH4",0,0.3116,0,0,0,0.6667,0.2656,0.1107,-0.0123
"LMX1A",-0.679,0.674,0,0,0,0.7152,0.236,0.0831,-0.0155
"LY86-AS1",0,0.0747,0,0,0,0.7272,0.2246,0.1156,-0.0048
"LRRC48",0,0.2987,0,0,0,0.679,0.2836,0.1241,0.0026
"LSM7",0,0.3263,0,0,0,0.6499,0.2466,0.1164,-0.0266
"MAGED4",-0.282,0.28,0,0,0,0.6753,0.2897,0.1074,0.026
"MESP1",0,0.3562,0,0,0,0.6569,0.2495,0.1194,-0.0158
"MRPL2",0,0.3103,0,0,0,0.6565,0.2796,0.1096,-0.0267
"MXD3",0,0.3511,0,0,0,0.6434,0.2764,0.1157,-0.0309
"MYL6B",0,0.3109,0,0,0,0.6756,0.2826,0.1157,-0.0313
"MYLK2",0,0.2531,0,0,0,0.7206,0.2514,0.1262,-0.0154
"NR2E3",0,0.3322,0,0,0,0.6688,0.2682,0.1252,-0.0268
"OR10G3",0,0.3835,0,0,0,0.6288,0.283,0.1003,-0.0177
"OXER1",0,0.3252,0,0,0,0.6514,0.2908,0.1234,-0.0053
"PACSIN3",0,0.3124,0,0,0,0.654,0.2847,0.1166,-0.0313
"PFDN2",0,0.3205,0,0,0,0.6669,0.2462,0.1286,-0.0052
"POLR2I",0,0.3156,0,0,0,0.6529,0.2613,0.1208,-0.0395
"PTTG2",0,0.3023,0,0,0,0.6584,0.2899,0.1088,-0.0092
"KBF2",-0.2789,0,0,0,0,0.6986,0.2289,0.098,-0.0246
"RNF19B",0,-0.2982,0,0,0,0.7262,0.2122,0.1017,-0.0238
"RPL31P11",0,0.2734,0,0,0,0.6654,0.2282,0.119,0.0065
"RPL37",0,0.3783,0,0,0,0.6319,0.2917,0.1135,-0.0229
"RPP40",0,0.2997,0,0,0,0.6491,0.2668,0.1244,0.0074
"CLASRP",0,0.3092,0,0,0,0.6763,0.238,0.1117,-0.0213
"HND",0,0.3514,0,0,0,0.6212,0.3025,0.1207,-0.0044
"SNCB",0,0.3453,0,0,0,0.6354,0.3041,0.1067,-0.0104
"SNRPA",0,0.3548,0,0,0,0.6307,0.2683,0.1205,-0.0232
"SNRPF",0,0.3458,0,0,0,0.6534,0.2653,0.1174,-0.0213
"SNX12",0,-0.3167,0,0,0,0.6857,0.2319,0.1308,-0.0031
"SYCE1L",0,0.3195,0,0,0,0.6619,0.2813,0.1179,-0.0153
"SYCE2",0,0.305,0,0,0,0.6599,0.2786,0.1046,-0.0176
"SYNGR4",-0.4401,0.5834,0,0,0,0.8091,0.2188,0.1239,-0.0393
"TFAMP1",0,0.3319,0,0,0,0.6516,0.2784,0.1191,0.0049
"TMEM160",0,0.3041,0,0,0,0.6576,0.2723,0.1151,-0.0185
"TMPRSS5",0,0.3155,0,0,0,0.6459,0.2724,0.1036,0.0047
"TMSB15B",0,0.2667,0,0,0,0.7334,0.2322,0.1061,-6e-04
"VHLL",-0.1913,0,0,0,0,0.7562,0.2137,0.1163,-0.0175
"WASH3P",0,0.3368,0,0,0,0.6472,0.2656,0.1212,-0.0118
