"","main","clark","stage","age","gender","clark","stage","age","gender"
"JMS",-0.0314,0,0,0,0,0.8088,0.1053,0.1676,0.0172
"BAHD1",0.074,0,0,0,0,0.8238,0.0984,0.1807,0.0231
"BTD",0.1941,-0.3332,0.1101,0,0,0.8078,0.1127,0.1077,-0.0102
"C11ORF16",0,-0.2431,0,0,0,0.7561,0.0868,0.1713,0.0209
"C13orf15",-0.1709,0,0,0,0,0.8254,0.0962,0.2099,0.0443
"C14ORF93",0,0.3432,0,0,0,0.7946,0.0958,0.1555,0.0058
"FAM219B",0,0,0.2365,0,0,0.8179,0.1476,0.2234,0.0136
"C16ORF74",0,0.3749,0,0,0,0.7066,0.1394,0.1594,0.001
"RBFA",0.0327,0,0,0,0,0.8294,0.095,0.1676,0.0138
"STPG1",0.0741,0,0.1261,0,0,0.7475,0.1469,0.2058,0.0067
"C1ORF216",0.0527,0,0.0588,0,0,0.801,0.1329,0.1786,0.0384
"CAB39",-0.003,0,0,0,0,0.8431,0.0956,0.1723,0.0231
"CALCRL",-0.1149,0,0,0,0,0.8163,0.1153,0.1702,0.0211
"CC2D1B",0.0227,0,0,0,0,0.8157,0.1078,0.1782,0.0266
