"","main","clark","stage","age","gender","clark","stage","age","gender"
"FHL5",-0.0182,0,0,0,0,0.7571,0.2071,0.0943,0.0021
"FILIP1",-0.0069,0,0,0,0,0.7554,0.2256,0.0957,0.0011
"FLT4",-0.0011,0,0,0,0,0.7592,0.2336,0.0691,0.0082
"GLI2",-0.0022,0,0,0,0,0.7979,0.1988,0.1446,-0.0226
"GRM6",-0.0912,0,0,0,0,0.706,0.2508,0.1474,-0.0217
"GSC",-0.0151,0,0,0,0,0.6587,0.2997,0.0985,-0.008
"H2AFY2",-7e-04,0,0,0,0,0.6989,0.2033,0.1291,-0.0222
"HEXA",1e-04,0,0,0,0,0.7055,0.2399,0.1521,-0.0136
"HIC1",-0.0013,0,0,0,0,0.7225,0.2338,0.1058,-0.0205
"HIGD1B",-0.0361,0,0,0,0,0.7403,0.2347,0.0901,0.0122
"HNRNPC",-1e-04,0,0,0,0,0.6827,0.2338,0.1187,-0.0171
"IL11RA",-7e-04,0,0,0,0,0.6689,0.2828,0.1277,-0.0029
"JPH4",-0.0011,0,0,0,0,0.6515,0.2657,0.1459,-0.0387
"KIF1C",1e-04,0,0,0,0,0.7281,0.2251,0.1016,-0.0039
"LMX1A",-0.2688,0,0,0,0,0.7148,0.238,0.0903,-0.0043
"ZFHX4-AS1",-0.0428,0,0,0,0,0.7326,0.2475,0.1044,-0.0115
"ZBED3-AS1",0.0079,0,0,0,0,0.7562,0.2431,0.0703,-2e-04
"LRP10",1e-04,0,0,0,0,0.6593,0.2452,0.0861,-0.0108
"DNAAF1",-0.0311,0,0,0,0,0.7248,0.2292,0.1129,0.0011
"LRRN2",-0.0016,0,0,0,0,0.7207,0.2361,0.1246,-0.0193
"MAGED4",-9e-04,0,0,0,0,0.68,0.3012,0.1101,0.0197
"MINK1",2e-04,0,0,0,0,0.6975,0.2316,0.1246,-0.0063
"MLXIP",3e-04,0,0,0,0,0.7052,0.2471,0.0901,0.0081
"IRAG",-0.0023,0,0,0,0,0.6967,0.2577,0.1031,0.0119
"MYH8",-0.0538,0,0,0,0,0.7523,0.2125,0.0763,-0.0571
"NHSL2",-0.0149,0,0,0,0,0.7331,0.2447,0.0681,-0.0147
"NUDT11",-0.0023,0,0,0,0,0.7101,0.2444,0.1311,-0.0377
"OGN",-0.0016,0,0,0,0,0.8734,0.1473,0.1516,-0.0331
"OLFML1",-0.0013,0,0,0,0,0.7415,0.2307,0.1052,-0.0154
"PCOLCE2",-0.0012,0,0,0,0,0.711,0.2364,0.0952,0.0079
"PDGFRB",-1e-04,0,0,0,0,0.7372,0.2259,0.0997,-0.0155
"PIP4K2C",3e-04,0,0,0,0,0.6941,0.1697,0.0763,0.0071
"PLEKHO1",-2e-04,0,0,0,0,0.7039,0.2689,0.0833,-0.0062
"PVALB",-0.0124,0,0,0,0,0.7461,0.2697,0.1133,0.0027
"RAB5C",1e-04,0,0,0,0,0.7102,0.2359,0.0923,-0.018
"RBM3",1e-04,0,0,0,0,0.7219,0.2752,0.1008,-0.0022
"RBMX",-2e-04,0,0,0,0,0.6763,0.1846,0.1084,-0.0024
"KBF2",-9e-04,0,0,0,0,0.6591,0.2392,0.1228,-0.0322
"SAMD11",-0.0039,0,0,0,0,0.865,0.2082,0.1382,-0.0318
"SCARNA17",-0.0431,0,0,0,0,0.7698,0.1967,0.0984,0.0021
"SCGB3A1",-0.0054,0,0,0,0,0.8291,0.1353,0.4037,0.0879
"SEMA5B",-0.0075,0,0,0,0,0.758,0.2239,0.0893,0.0057
"SFTA2",-0.1514,0,0,0,0,1.3607,-0.1176,0.1092,0.0084
"SYNGR4",-0.1041,0,0,0,0,0.8423,0.1675,0.1292,-0.0398
"TBC1D1",-4e-04,0,0,0,0,0.7266,0.2251,0.0978,-0.0206
"FLJ39077",-0.0023,0,0,0,0,0.7177,0.2585,0.1477,0.0023
"TEKT2",-0.0282,0,0,0,0,0.7998,0.2493,0.1365,-0.0138
"TIE1",-5e-04,0,0,0,0,0.7168,0.2594,0.1094,0.0036
"TMEM159",0.001,0,0,0,0,0.6974,0.2572,0.0574,0.0057
"TMSB15B",-0.0042,0,0,0,0,0.7378,0.2605,0.1009,0.0126
