"","main","clark","stage","age","gender","clark","stage","age","gender"
"CTDP1",7e-04,0,0,0,0,0.5998,0.2489,0.0954,0.0099
"CWC27",-0.0011,0,0,0,0,0.5353,0.2771,0.1258,0.0581
"DHRS12",0.0014,0,0,0,0,0.5662,0.2531,0.0816,0.029
"DLL4",-9e-04,0,0,0,0,0.6025,0.2691,0.0884,0.065
"DPP3",3e-04,0,0,0,0,0.5461,0.2519,0.111,0.0258
"ELOVL1",2e-04,0,0,0,0,0.5324,0.2744,0.0867,0.0668
"EPB41L2",-2e-04,0,0,0,0,0.5373,0.2808,0.1051,0.0588
"FHL5",-0.0161,0,0,0,0,0.6032,0.2755,0.0967,0.0729
"FILIP1",-0.006,0,0,0,0,0.5637,0.2897,0.1134,0.0766
"FLT4",-8e-04,0,0,0,0,0.6285,0.2627,0.0738,0.0572
"GLI2",-0.0015,0,0,0,0,0.608,0.2675,0.1227,0.0282
"GLTP",2e-04,0,0,0,0,0.5714,0.2611,0.0561,0.0814
"ADGRF5",-5e-04,0,0,0,0,0.5854,0.2743,0.0944,0.0555
"GPR20",-0.0682,0,0,0,0,0.595,0.3101,0.0917,0.0452
"HEXA",1e-04,0,0,0,0,0.5291,0.2743,0.1373,0.0573
"HIGD1B",-0.0327,0,0,0,0,0.6056,0.299,0.0822,0.0617
"LDLRAD3",3e-04,0,0,0,0,0.6019,0.2804,0.0788,0.038
"FIRRE",-0.0093,0,0,0,0,0.6431,0.2811,0.0559,0.0198
"MANBAL",4e-04,0,0,0,0,0.5245,0.2557,0.1243,0.0289
"MAPK11",7e-04,0,0,0,0,0.6009,0.2696,0.0819,0.0778
"MAPK3",3e-04,0,0,0,0,0.5335,0.2787,0.1026,0.0657
"MAST2",3e-04,0,0,0,0,0.5423,0.2656,0.1145,0.089
"NHSL2",-0.01,0,0,0,0,0.5962,0.2974,0.0997,0.0457
"OGN",-0.0015,0,0,0,0,0.7118,0.2298,0.1559,0.0375
"PARD6G",8e-04,0,0,0,0,0.5554,0.2958,0.0668,0.0536
"PDGFRB",-1e-04,0,0,0,0,0.5888,0.2959,0.116,0.0441
"PIGZ",0.0019,0,0,0,0,0.5517,0.2873,0.1406,0.0247
"PPIG",-4e-04,0,0,0,0,0.5359,0.2711,0.0798,0.0609
"PRDM6",-0.0242,0,0,0,0,0.5762,0.3117,0.1244,0.0578
"PSMD9",6e-04,0,0,0,0,0.5605,0.2601,0.0747,0.0374
"PTPN4",-0.0025,0,0,0,0,0.5651,0.2823,0.0874,0.0235
"PVALB",-0.0121,0,0,0,0,0.6135,0.3155,0.0848,0.0781
"RAB5C",1e-04,0,0,0,0,0.5814,0.2741,0.0894,0.0014
"RBM3",1e-04,0,0,0,0,0.5974,0.2513,0.0671,0.037
"KBF2",-7e-04,0,0,0,0,0.5416,0.2828,0.1245,0.044
"SDPR",-0.0013,0,0,0,0,0.5596,0.2662,0.0945,0.0626
"SEMA5B",-0.0055,0,0,0,0,0.6185,0.2895,0.0799,0.0399
"SESN2",7e-04,0,0,0,0,0.5624,0.3106,0.0763,0.0861
"FLJ31101",-0.0011,0,0,0,0,0.5556,0.293,0.0981,0.0583
"SON",-1e-04,0,0,0,0,0.5839,0.2304,0.1085,0.0467
"DKFZP586C1324",4e-04,0,0,0,0,0.5552,0.2719,0.09,0.0517
"ST5",1e-04,0,0,0,0,0.5422,0.2504,0.1216,0.0818
"THAP2",-0.0028,0,0,0,0,0.5349,0.281,0.0901,0.0478
"TMEM159",7e-04,0,0,0,0,0.569,0.2994,0.0671,0.0595
"TMEM88",-0.004,0,0,0,0,0.6534,0.2367,0.1132,0.0293
"TNFAIP1",4e-04,0,0,0,0,0.5787,0.3035,0.1048,0.027
"TOLLIP",1e-04,0,0,0,0,0.5701,0.2369,0.0892,0.0768
"TRAPPC3",5e-04,0,0,0,0,0.5827,0.2723,0.0975,0.0494
"TRPC1",-0.0022,0,0,0,0,0.5792,0.2744,0.1117,0.0684
"TUBB6",1e-04,0,0,0,0,0.5359,0.2828,0.0809,0.0843
"TUFT1",8e-04,0,0,0,0,0.6,0.247,0.0767,0.0032
"UBXN4",-2e-04,0,0,0,0,0.5254,0.2681,0.072,0.0645
"ULK3",3e-04,0,0,0,0,0.5286,0.3224,0.0974,0.059
"UPRT",-0.0021,0,0,0,0,0.5832,0.2685,0.077,0.0516
"VOPP1",-3e-04,0,0,0,0,0.5441,0.3131,0.1007,0.0616
"ZFP62",-0.0011,0,0,0,0,0.5813,0.2546,0.1243,0.0595
