"","main","clark","stage","age","gender","clark","stage","age","gender"
"HRAS",0,0.2374,0,0,0,0.6733,0.2605,0.1261,-0.0335
"CTM",0,0.1747,0,0,0,0.7071,0.2217,0.1112,0.008
"HSPA12B",0,0.2971,0,0,0,0.6536,0.2881,0.1189,-0.0056
"HSPBP1",0,0.2142,0,0,0,0.698,0.2478,0.1121,-0.0281
"JUN",-0.1787,0.2562,0,0,0,0.6848,0.2335,0.1309,-0.0185
"KCNA5",0,0.204,0,0,0,0.6989,0.2667,0.1125,-0.0046
"LDLRAD2",0,0.311,0,0,0,0.6544,0.2612,0.1276,-0.0171
"LRFN1",0,0.1646,0,0,0,0.7128,0.2405,0.1089,-0.0203
"MAMSTR",0,0.1767,0,0,0,0.6921,0.2641,0.1207,-0.0023
"MAPK6",0,0,0.1042,0,0,0.718,0.2308,0.1172,-0.0037
"MATN4",-0.4108,0,0,0.384,0,0.7172,0.2419,0.1662,-0.0021
"MYOD1",-0.6238,0.4579,-0.2291,0,0,0.8327,0.1726,0.1216,-0.0032
"DNMBP-AS1",0,0.1914,0,0,0,0.7127,0.2367,0.1354,-0.011
"NDUFS8",0,0.2093,0,0,0,0.6876,0.2482,0.1138,-0.0289
"TONSL",0,0.1987,0,0,0,0.6869,0.248,0.1053,-0.0217
"NYX",0,0.6387,-0.6329,0,0,0.7026,0.2307,0.1145,-0.0216
"OXT",-0.6159,0.6134,0,0,0,0.7642,0.2214,0.1247,-0.0132
"PEMT",0,0.256,0,0,0,0.6676,0.2716,0.1071,-0.033
"PER1",-0.1878,0.3528,0,0,0,0.6448,0.2555,0.12,-0.0063
"PIGH",0.1933,0,0,0,0,0.7342,0.2235,0.1029,-0.0214
"PNMT",-0.6075,0.273,0,0.4376,0,0.7435,0.256,0.2708,-0.0245
"POGZ",0,0.2267,0,0,0,0.6975,0.2433,0.1332,0.0066
"PPP1R14A",-0.2684,0.3434,0,0,0,0.6579,0.2905,0.1291,9e-04
"PTP4A3",-0.1237,0.2274,0,0,0,0.7162,0.2577,0.1104,-0.02
"PUSL1",0,0.2435,0,0,0,0.6734,0.2471,0.1241,-0.0373
"RAB11B",0,0.2033,0,0,0,0.7062,0.2356,0.1035,-0.0275
"RFX1",0,0.1895,0,0,0,0.7062,0.2278,0.1027,-0.0183
"RPL32",0,0.299,0,0,0,0.6668,0.2497,0.1252,-0.0175
"RPS14",0,0.3448,0,0,0,0.637,0.2718,0.1157,-0.0273
"SCX",-0.4003,0.3238,0,0,0,0.8023,0.2249,0.1206,-0.0042
"SEMA6C",-0.2401,0.313,0,0,0,0.7023,0.2551,0.1235,-0.009
"SETDB1",0,0.2442,0,0,0,0.6903,0.2644,0.1232,0.0019
"SLC2A4RG",0,0.1881,0,0,0,0.7054,0.2426,0.1151,-0.021
"SMC3",0,0.273,0,0,0,0.6646,0.2694,0.1012,-0.0086
"SMNDC1",0,0.2498,0,0,0,0.6914,0.2623,0.1047,-0.0165
"SSTR2",-0.1414,0,0,0,0,0.7358,0.2284,0.1062,-0.0086
"STX3",0.2047,0,0,0,0,0.7267,0.2435,0.0877,-0.0102
"TATDN1",-0.0694,0,0,0,0,0.7324,0.2272,0.109,-0.0083
"THADA",-0.2067,0,0,0,0,0.7141,0.2471,0.0865,-0.0126
"C6orf46",-0.119,0,0,0,0,0.7428,0.219,0.1187,-0.0156
"ZP4",-0.0322,0,0,0,0,0.7299,0.2252,0.112,-0.0128
"CAR10",-0.23,0,0,0,0,0.7272,0.2305,0.0976,-0.0044
"AGR3",-0.1089,0,0,0,0,0.7366,0.2238,0.1131,-0.0125
"ANKRD28",0.1045,0,0,0,0,0.7172,0.2354,0.1094,-9e-04
"AOC3",-0.1979,0,0,0,0,0.7606,0.2174,0.0777,-0.0239
